product_id,label,confidence,form_factor,taxonomy_device_evidence,taxonomy_accessory_evidence,title_device_evidence,title_accessory_evidence,conflict,reason,title,store,leaf_categories,l3_categories,rating_number,gold_label,gold_form_factor,reviewer_note
B07FPVVW6R,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,1,1,1,taxonomy_device=2;title_device=1;title_accessory=1;conflict,in Ear Headphones Soundtrack Wired Earbuds w/Mic Heavy Deep Bass Earphones with Non Tangle Fabric Braid Cord for Running Gym Work Out Compatible with 3.5MM Audio Jack Device,SOUNDTRACK,Earbud Headphones,Headphones & Earbuds,6,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B0868RZCNP,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,2,0,taxonomy_accessory=2;title_accessory=2,"Pink Gel Bottle Cartoon Case for Airpods, Funny Cute Cool Design for Girls Boys Kids Teens, Accessories Carabiner Protective Fun Fashion Character Skin Soft Silicone Cover for Air pods 2/1",MDODO,Cases,Cases,275,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B078P4XBQ4,AMBIGUOUS,0.6,NOT_APPLICABLE,1,0,0,0,0,taxonomy_device=1,"SMSL IQ Portable USB DAC and Headphone Amplifier,HiFi Audio Digital to Analog Converter with Balanced and Unbalanced Headphone Jack Hi-Res 32bit/768kHz DSD512 (Black)",S.M.S.L,"Headphones, Earbuds & Accessories",,6,ACCESSORY,NOT_APPLICABLE,标题明确为线缆/转接配件，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B07GRTR6K7,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,"Better 16 Core Silver Plated Wire Earphones Upgrade Cable,Earphone Replacement Cable,Exchange Audio Cable for UE900 SE215 SE315 SE846 SE425 TIN Audio T2 T2pro T3 f9 LZ etc.(Brown-MMCX 3.5mm)",H HIFIHEAR,Earbud Headphones,Headphones & Earbuds,55,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/耳机式耳戴设备词，未出现相冲突的头戴形态描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B008J8IDQ8,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,1,1,1,taxonomy_device=2;title_device=1;title_accessory=1;conflict,"GOODBONG Bass Stereo Sound Headphones Compatible with iPhone13 Pro Max 12Pro Max/iPhone 11Pro iPhone X/XS Max/XR/iPhone8/8Plus/iPhone7/7Plus,MFi Certified Earbuds with Microphone Controller(White)",GOODBONG,Earbud Headphones,Headphones & Earbuds,116,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B093FNYZSQ,ACCESSORY,0.98,NOT_APPLICABLE,0,2,0,0,0,taxonomy_accessory=2,"for AirPods Case Cover with Keychain for AirPods 2&1, Novelty Anime Printing Shockproof Case Compatiable with Wireless Charging",Autocean,Cases,Cases,7,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B0BJQ524N7,DEVICE,0.955,EARBUD_INEAR,2,0,2,1,1,taxonomy_device=2;title_device=2;title_accessory=1;conflict,"Wireless Earbuds Bluetooth Headphones, 30H Playtime with Charging Case Stereo Sound Earphones Touch Control in-Ear Sport Bluetooth Earbuds with Clear Built-in Noise Cancelling Mic for iPhone Android",Bobtot,Earbud Headphones,Headphones & Earbuds,1489,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B07ZX2JKNN,ACCESSORY,0.94,NOT_APPLICABLE,0,2,1,0,1,taxonomy_accessory=2;title_device=1;conflict,Ultra Thick Soft Silicone Pink Case with Finger Strap for Apple Airpods 1 2 Air Pods Wireless Earbuds Protective 3D Cartoon Fun Cool Kids Teens Girls Boys,ChillNChic,Cases,Cases,9,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B0186RGG7E,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,Uiisii C100 Earphones with Microphone for Iphone and Android Devices (Pink),UiiSii,Earbud Headphones,Headphones & Earbuds,33,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/耳机式耳戴设备词，未出现相冲突的头戴形态描述。
B083449Q7Z,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,3,0,taxonomy_accessory=2;title_accessory=3,"Laffav AirPods 2 & 1 Case for Women Men (Front LED Visible) Soft Silicone Protective Cover Skin with Keychain kit Set Compatible with Apple AirPods 2 and 1, 2 Pack, Teal, Rose Pink",Laffav,Cases,Cases,12166,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B09MSYS959,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,2,1,taxonomy_accessory=2;title_device=1;title_accessory=2;conflict,Replacement Earpads Ear Cushions Ear Cups Earmuffs Repair Parts Compatible with JBL Synchros E40BT E40 E30 BT S400 S400BT T450 AKG K67 Wireless Bluetooth Headphones Memory Foam Ear Pads,Alitutumao,Earpads,Earpads,8,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；细分类目 Earpads 与此一致；判为 ACCESSORY。
B001F51GVQ,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,C Crane Voz Earbuds 3.5mm Full Stereo Sound BWC (Black),C. Crane,Earbud Headphones,Headphones & Earbuds,3,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B00IF16L1I,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,Plantronics Ear Tip Kit for Discovery 640,Plantronics,Headphones & Earbuds,Headphones & Earbuds,4,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳塞套，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B07YJQXDW7,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,3,0,taxonomy_accessory=2;title_accessory=3,"Shark Teeth Camo Softshell Silicone AirPods IMD Case for Apple AirPods 2 & 1, Wireless Charging Case Protective Cover and Skin Supreme Girls Boys Women Kids Teens Airpods (Blue)",Arshek,Cases,Cases,16939,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B083FV8VPS,DEVICE,0.98,ON_EAR,2,0,0,0,0,taxonomy_device=2,"Hongzan Bulk Headphones for Classroom 50 Pack, Wholesale Stereo School Headphones for Kids Students Children",Hongzan,On-Ear Headphones,Headphones & Earbuds,137,DEVICE,ON_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 On-Ear Headphones；判为 DEVICE；形态依据：细分类目为 On-Ear Headphones。
B01HMCSOOM,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,for Sennheiser RS120 On-Ear Wireless RF Headphones / HDR120 Supplemental HiFi Headphone + Charging Dock Hard EVA Protective Case Carrying Pouch Cover Bag by Hermitshell,Hermitshell,On-Ear Headphones,Headphones & Earbuds,1,DEVICE,ON_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 On-Ear Headphones；判为 DEVICE；形态依据：标题明确为 on-ear/supra-aural，或该形态是最先出现的主体描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B08Q3MFM2B,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,2,1,taxonomy_accessory=2;title_device=1;title_accessory=2;conflict,TOLUOHU Case for Jabra Elite (Active) 85t Earbuds Silicone Case Cover for Jabra Elite 85t Protector Skin Case for Jabra Elite Wireless Earbuds Accessories with Keychain-NOT FIT JABRA 75t,TOLUOHU,Cases,Cases,13,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B07KM49S72,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,1,0,taxonomy_accessory=2;title_accessory=1,"Airpods Case, Music tracker Protective Thicken Airpods Cover Soft Silicone Chargeable Headphone Case with Anti-Lost Carabiner for Apple Airpods 1&2 Charging Case (Green)",Music tracker,Cases,Cases,20814,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B00ISDC9PA,AMBIGUOUS,0.6,NOT_APPLICABLE,0,0,1,0,0,title_device=1,"Importer520 Super Bass Over Head Stereo Headset Headphones with Microphone for Amazon Kindle Fire HD 8.9"" Amazon Kindle, Kindle DX, Kindle Fire Phone, Kindle Fire HD 7 / HD 7 (2013) / HD 7 (2nd Generation), Fire HD 8.9 / HD 8.9"" 4G, Kindle Fire HDX 7 / HDX 8.9, Kindle Keyboard 3G / Paperwhite Kindle Fire Phone - Black",Importer520,Headphones & Earbuds,Headphones & Earbuds,9,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题语义为手机用单耳/免提蓝牙耳机或有线耳麦。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B07WVX1XSC,ACCESSORY,0.98,NOT_APPLICABLE,0,2,0,0,0,taxonomy_accessory=2,Yingbei Creative Cute Corgi Dog Shape Yellow & Black with Carabiner Compatible Silicone AirPods Case (1st and 2nd Generation) (Black),Yingbei,Cases,Cases,7,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B08DJ24VMB,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,3,0,taxonomy_accessory=2;title_accessory=3,"Filoto Case for Airpods, Airpod Case Cover for Apple Airpods 2&1 Charging Case, Cute Air Pods Silicone Protective Accessories Cases/Keychain/Pompom/Strap, Best Gift for Girls and Women, Fuchsia Pink",Filoto,Cases,Cases,56706,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B00QUG4XL0,DEVICE,0.995,EARBUD_INEAR,2,0,1,0,0,taxonomy_device=2;title_device=1,Sony MDREX15LP/P In-Ear Headphone (Pink),Sony,Earbud Headphones,Headphones & Earbuds,33087,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B015ZE26FW,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,"Tomtom 9R0M.000.00 Spark Bluetooth Sport Headphones, Black",TomTom,Earbud Headphones,Headphones & Earbuds,219,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：细分类目为 Earbud Headphones。
B08HJXNWJ7,DEVICE,0.995,EARBUD_INEAR,2,0,1,0,0,taxonomy_device=2;title_device=1,"2 Pack Earbuds/Headphones/Earphones with 3.5mm Wired in Ear Headphone Plug(Built-in Microphone & Volume Control) Compatible with iPhone,iPad,iPod,PC,MP3/4,Android -White [Apple MFi Certified]",Feuire,Earbud Headphones,Headphones & Earbuds,16,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B087DXYH8F,DEVICE,0.955,EARBUD_INEAR,2,0,2,1,1,taxonomy_device=2;title_device=2;title_accessory=1;conflict,"TCL Wireless Sports Earbuds, ACTV500TWS True Wireless Earbuds with Rich Bass, Noise Isolation, Bluetooth 5.0 Headphones, 33H Playtime, Waterproof, Wireless Charging Case, One Step Pairing, Workout",TCL,Earbud Headphones,Headphones & Earbuds,97,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B00KIJA7E2,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,DURAGADGET Black Case (Headphones NOT Included) - Compatible with AKG K44 | K601 | K603 | K501 | K271 | K271M | K2 | K272 | K272HD | 272 MKII | K240 | K240S | K242 MKIIs | K242HD | K121S & K540,DURAGADGET,Headphones & Earbuds,Headphones & Earbuds,4,ACCESSORY,NOT_APPLICABLE,标题主体是替换件、线缆/收纳件、蓝牙接收件、头盔扬声器套件或手机外接听筒，并非完整耳机；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次复核后更正。
B016NEEU02,AMBIGUOUS,0.6,NOT_APPLICABLE,0,0,1,0,0,title_device=1,Bone Conduction Sports Bluetooth Headphone - IPX6 Grade Waterproof - Microphone Hands-Free Stereo Headset,Abco Tech,Headphones & Earbuds,Headphones & Earbuds,55,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，并含连接、声学或供电功能信息；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B0C37FPHVH,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,Apple Earbuds for iPhone Headphones Wired Earphones [Apple MFi Certified](Built-in Microphone & Volume Control) Noise Isolating Headsets for iPhone 14/13/12/11/XR/XS/X/8/7 Support All iOS System,Case Logic,Earbud Headphones,Headphones & Earbuds,35,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B0B5SYQ69Z,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,1,1,taxonomy_accessory=2;title_device=1;title_accessory=1;conflict,"Replacement Ear Pads Cushions, Ear Covers for Bose QuietComfort 45 QC45 QC35 QC35 ii QC25 Over-Ear Headphones (White)",CYPHER.V,Earpads,Earpads,6,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；细分类目 Earpads 与此一致；判为 ACCESSORY。
B07ZPH9BXW,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,1,0,taxonomy_accessory=2;title_accessory=1,"Spigen Urban Fit Designed for Airpods Pro Case Cover with Key Chain, Fabric Case for Airpods Pro - Black",Spigen,Cases,Cases,11271,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B07G9VMQVK,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,LINSOUL BGVP DMG 2DD+4BA Hybrid Drivers Hi-Res High Fidelity HiFi in-Ear Metal Earphones with Detachable MMCX Audio Cable for Musicians Audiophile (Red),BGVP,Earbud Headphones,Headphones & Earbuds,64,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B085LCT6HY,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,1,0,taxonomy_accessory=2;title_accessory=1,"MOBOSI Military AirPods Case Cover Designed for AirPods 2 & 1, Full-Body Protective Vanguard Armor Series AirPod Case with Keychain for AirPods Wireless Charging Case, Black [Front LED Visible]",MOBOSI,Cases,Cases,25274,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B008R524G8,AMBIGUOUS,0.6,NOT_APPLICABLE,0,0,1,0,0,title_device=1,NoiseHush N780-11911 Over-The-Head Multi-Point Bluetooth Headset with Charging Base for All Cell Phones and Apple iPad/iPhone - Retail Packaging - Black,NoiseHush,Headphones & Earbuds,Headphones & Earbuds,84,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，并含连接、声学或供电功能信息；判为 DEVICE；形态依据：标题语义为手机用单耳/免提蓝牙耳机或有线耳麦。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B09K74MY72,ACCESSORY,0.98,NOT_APPLICABLE,0,2,0,0,0,taxonomy_accessory=2,"USB Type C to 3.5mm Female Headphone Jack Adapter, (3 Pack) USB C to Aux Audio Dongle Cable Cord Compatible with Samsung Galaxy S23 S23+ S22 S21 S20 Ultra S10 S9 Plus, Note 20 10, Pixel XL, iPad Pro",COVS,Adapters,Adapters,66,ACCESSORY,NOT_APPLICABLE,标题明确为线缆/转接配件，不是可独立使用的完整耳机；细分类目 Adapters 与此一致；判为 ACCESSORY。
B00BI99SDM,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,EarlyBirdSavings Black Headset Earphone With Mic for iPhone 5 4 iPod Touch Nano Headphone Earbuds,EarlyBirdSavings,Headphones & Earbuds,Headphones & Earbuds,1,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，并含连接、声学或供电功能信息；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B00K17NFO0,AMBIGUOUS,0.6,NOT_APPLICABLE,0,0,0,1,0,title_accessory=1,Cellphone Waterproof Pouch Case for Samsung Galaxy Note 3 / Samsung S5 / Note 2 / Nokia Lumia / Sony Xperia Z2 + VanGoddy Headset With MIC (Pink#2),SumacLife,Headphones & Earbuds,Headphones & Earbuds,1,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B01MXZD76O,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,"Fujimoto Dengyo Trenztek 8 Outlets 90 Degree Design Network Grade PDU Power Strip Surge Protector, 1U/15A/120V Aluminum Alloy Power Distribution Unit with Rackmount and Screws",Fujimoto Dengyo,Earbud Headphones,Headphones & Earbuds,26,AMBIGUOUS,NOT_APPLICABLE,"needs_review: 标题“Fujimoto Dengyo Trenztek 8 Outlets 90 Degree Design Network Grade PDU Power Strip Surge Protector, 1U/15A/120V Aluminum Alloy Power Distribution Unit ”未描述完整耳机或明确耳机配件，且与类目“Earbud Headphones”不一致/信息残缺；保留 AMBIGUOUS，不强行归类。 原自动标签为 DEVICE，本次以商品主体语义和类目复核后更正。"
B08343TRJN,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,3,0,taxonomy_accessory=2;title_accessory=3,"Laffav AirPods 2 & 1 Case for Women Men (Front LED Visible) Soft Silicone Protective Cover Skin with Keychain kit Set Compatible with Apple AirPods 2 and 1, 2 Pack, Black, Wine Red",Laffav,Cases,Cases,12172,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B00XK9DK3C,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,Kicker EB92S In-Ear MicroFit Phenom Series Aluminum Headphone Monitors (Silver),KICKER,Earbud Headphones,Headphones & Earbuds,22,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B09G2SWPKC,ACCESSORY,0.98,NOT_APPLICABLE,0,2,0,0,0,taxonomy_accessory=2,"esbeecables 2 Pack for iPhone 3.5mm Headphones Adapter, Apple MFi Certified Lightning to 3.5mm Earphones/Headphones Jack Aux Audio Adapter Dongle for iPhone 14/13/12/11/XS/XR/X/8/7/SE, Support All iOS",esbeecables,Adapters,Adapters,14733,ACCESSORY,NOT_APPLICABLE,标题明确为线缆/转接配件，不是可独立使用的完整耳机；细分类目 Adapters 与此一致；判为 ACCESSORY。
B07WC9QZ7Q,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,"JYPS in Ear 3D Cute Cartoon Donut/Unicorn Horse Headphones Mic Earphone Case Hands-Free Apple,Samsung,Android Smartphones Mp3 (Donut)",JYPS,Earbud Headphones,Headphones & Earbuds,5,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B0BJV71CDS,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,1,0,taxonomy_accessory=2;title_accessory=1,"okcsc MMCX Cable Replacement Upgrade Cable for Shure SE215 SE315 SE425 SE535 SE535LTD SE846 AONIC3 AONIC4,8 Core OFC Audio Cable MMCX Connector Cable for Stock 4 Feet Length with 3.5mm Plug",okcsc,Extension Cords,Extension Cords,22,ACCESSORY,NOT_APPLICABLE,标题明确为线缆/转接配件，不是可独立使用的完整耳机；细分类目 Extension Cords 与此一致；判为 ACCESSORY。
B00LOULO0U,AMBIGUOUS,0.6,NOT_APPLICABLE,0,0,1,0,0,title_device=1,Premium Over-Head Stereo Headset Headphones with Microphone for Amazon Kindle Fire 2/ Fire Phone/Kindle Fire HD (2013)/ Kindle Fire HDX 7/ Kindle Fire HDX 8.9/ Kindle Fire HD 8.9/ HD 7,MyNetDeals,Headphones & Earbuds,Headphones & Earbuds,9,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题语义为手机用单耳/免提蓝牙耳机或有线耳麦。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B08C5HYHYB,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,Samsung Galaxy Buds-Live Active Noise-Cancelling Wireless Bluetooth 5.0 Earbuds (Mystic Black),SAMSUNG,Earbud Headphones,Headphones & Earbuds,24849,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B005R3CTZ4,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,Behind The Neck Folding Headphones With In Line Volume Control,Koss,Headphones & Earbuds,Headphones & Earbuds,14,DEVICE,ON_EAR,标题描述可独立使用的完整耳机/耳塞设备，并含连接、声学或供电功能信息；判为 DEVICE；形态依据：标题明确为夹耳/后挂/颈后头带式。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B002JAUNIS,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,"DBSound Black High Fidelity Noise Cancelling Stereo Headset with Microphone and On/off button for Nokia N86, N95, N97, E63 - Includes Zippered Case + 3 sizes Ear Buds",DBSound,Headphones & Earbuds,Headphones & Earbuds,3,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题语义为手机用单耳/免提蓝牙耳机或有线耳麦。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B00GIYLG6E,DEVICE,0.98,ON_EAR,2,0,0,0,0,taxonomy_device=2,"LA Linen 58"" by 58"" Damask Print Faux Burlap Table Overlay / Pack of 1 / Black on Natural",LA Linen,On-Ear Headphones,Headphones & Earbuds,1,AMBIGUOUS,NOT_APPLICABLE,"needs_review: 标题“LA Linen 58"" by 58"" Damask Print Faux Burlap Table Overlay / Pack of 1 / Black on Natural”未描述完整耳机或明确耳机配件，且与类目“On-Ear Headphones”不一致/信息残缺；保留 AMBIGUOUS，不强行归类。 原自动标签为 DEVICE，本次以商品主体语义和类目复核后更正。"
B0C7P9N98N,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,Houlyn Sleep Earbuds Invisible Bluetooth for Sleeping Smallest Buds Tiny Mini Side Sleepers Wireless Hidden Headphones Small Discreet Earpiece with Charging Case Black,Houlyn,Earbud Headphones,Headphones & Earbuds,141,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B09DFR876N,ACCESSORY,0.94,NOT_APPLICABLE,0,2,1,0,1,taxonomy_accessory=2;title_device=1;conflict,LiadFngKA Anti-Lost Strap Hanging Neck Rope Soft Silicone Headset Waterproof Sports Bracket for Beats-Studio Bud Wireless Earphones Bluetooth Headset (Green),LiadFngKA,Cases,Cases,9,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B07DDLMYTN,ACCESSORY,0.98,NOT_APPLICABLE,0,2,0,0,0,taxonomy_accessory=2,"2 in 1 USB C to 3.5mm Headphone Jack Adapter and Charging, USB Type C to Aux Jack Adapte and Charging for Moto Z,Galaxy S9, Huawei P20 Pro/Mate 10 Pro, Xiaomi 8/MIX2S and More.",Sinool,Adapters,Adapters,47,ACCESSORY,NOT_APPLICABLE,标题明确为线缆/转接配件，不是可独立使用的完整耳机；细分类目 Adapters 与此一致；判为 ACCESSORY。
