brand_store,product_count,review_count,median_price,median_rating,mean_rating,median_reviews_per_product,review_share
Renimer,5,303,19.99,4.2,4.32,57.0,0.00010228946094466848
Ergoguys,3,303,11.95,4.5,4.233333333333333,1.0,0.00010228946094466848
ESSPOMNCE,5,301,10.98,4.3,4.2,40.0,0.00010161428298463768
Bicboz,8,300,,4.15,4.1,49.0,0.00010127669400462227
Etre Jeune,3,300,,4.0,3.766666666666667,18.0,0.00010127669400462227
GRAPHICS & MORE,151,299,8.99,3.6,3.3741721854304636,1.0,0.00010093910502460687
DTMNEP,3,299,8.99,4.0,4.1000000000000005,108.0,0.00010093910502460687
KPTEC,3,299,16.99,4.4,4.266666666666667,46.0,0.00010093910502460687
Magnavox,42,298,8.99,3.4,3.3666666666666667,4.0,0.00010060151604459145
Francois et Mimi,10,298,,3.55,3.62,32.5,0.00010060151604459145
Cardo,11,297,,3.0,3.2454545454545456,6.0,0.00010026392706457605
Meifox,9,297,15.489999999999998,4.1,4.066666666666666,34.0,0.00010026392706457605
VRIFOZ,4,297,31.99,4.1,4.15,54.5,0.00010026392706457605
LOVOCOO,3,297,,4.0,4.0,70.0,0.00010026392706457605
besiva,38,296,,3.5,3.810526315789474,4.5,9.992633808456064e-05
MSURTY,11,296,18.189999999999998,3.0,3.090909090909091,9.0,9.992633808456064e-05
vastland,8,296,11.93,4.0,4.0375,28.0,9.992633808456064e-05
Egghead,18,295,100.43,4.2,4.0055555555555555,3.0,9.958874910454524e-05
SELENECHEN,3,295,,3.8,3.8333333333333335,57.0,9.958874910454524e-05
Qshell,4,294,25.99,3.9000000000000004,3.975,2.5,9.925116012452982e-05
Hermitshell,7,293,13.99,4.4,4.271428571428571,3.0,9.891357114451442e-05
Coucur,6,293,17.99,3.95,3.85,22.5,9.891357114451442e-05
Axloie,3,293,,4.0,3.9333333333333336,54.0,9.891357114451442e-05
Btootos,3,293,27.49,4.5,4.533333333333334,66.0,9.891357114451442e-05
itayak,3,293,16.99,3.8,3.8666666666666667,111.0,9.891357114451442e-05
NewRang,47,292,,5.0,4.270212765957447,2.0,9.8575982164499e-05
DCI,31,292,10.49,3.8,3.696774193548387,3.0,9.8575982164499e-05
Gsoemon,6,292,29.99,4.35,4.033333333333333,24.0,9.8575982164499e-05
Monolith,7,291,154.99,3.7,3.7142857142857144,28.0,9.82383931844836e-05
Yontune,16,290,15.49,4.05,4.1125,5.0,9.790080420446819e-05
GUSGU,5,290,,3.5,3.44,1.0,9.790080420446819e-05
FIRIK,16,287,,3.7,3.56875,9.0,9.688803726442197e-05
Decibullz,14,287,59.99,3.3,3.4214285714285713,16.5,9.688803726442197e-05
3M,4,287,77.89,3.8499999999999996,3.9749999999999996,18.0,9.688803726442197e-05
VMTOP,5,286,,3.1,2.98,58.0,9.655044828440656e-05
TDK,34,285,19.825,3.25,3.226470588235294,5.0,9.621285930439116e-05
GBD,3,284,,3.9,4.033333333333333,11.0,9.587527032437574e-05
POMUIC,5,283,29.99,4.7,4.54,30.0,9.553768134436034e-05
Pioneer DJ,5,283,,4.4,4.24,16.0,9.553768134436034e-05
Siniffo,5,283,29.99,4.0,4.14,34.0,9.553768134436034e-05
Yoley,15,282,57.95,4.1,4.046666666666667,13.0,9.520009236434493e-05
Solitude Design,3,282,,2.8,3.033333333333333,3.0,9.520009236434493e-05
Keewonda,17,281,32.8,3.9,3.994117647058824,12.0,9.486250338432953e-05
vinamass,11,281,11.99,4.4,4.390909090909091,15.0,9.486250338432953e-05
New bee,7,281,11.99,4.6,4.3428571428571425,21.0,9.486250338432953e-05
Kacul,31,280,9.99,2.9,3.02258064516129,4.0,9.452491440431411e-05
Ofuca,4,279,,3.7,3.625,39.0,9.418732542429871e-05
Obbug,3,279,26.99,4.0,3.733333333333333,34.0,9.418732542429871e-05
FAPO,11,278,,4.2,4.2,20.0,9.38497364442833e-05
HIGHEVER,4,278,,4.15,4.125,32.5,9.38497364442833e-05
AVANTEK,16,277,,3.4,3.4375,13.0,9.35121474642679e-05
JIECAN,11,277,29.99,3.6,3.7545454545454544,6.0,9.35121474642679e-05
LEOPHILE,6,277,,3.65,3.6166666666666667,36.5,9.35121474642679e-05
MOITA,6,277,24.99,3.8,3.85,22.5,9.35121474642679e-05
Naxa Electronics,36,276,18.27,3.4,3.25,1.5,9.317455848425248e-05
Wotmic,19,274,,3.5,3.7052631578947373,3.0,9.249938052422167e-05
Ralyin,10,274,33.68,3.45,3.4,27.5,9.249938052422167e-05
MyGift,9,274,9.99,3.4,3.3,15.0,9.249938052422167e-05
WPOW,4,274,24.99,3.7,3.75,18.0,9.249938052422167e-05
IDE11,8,272,16.49,4.0,3.9625,35.5,9.182420256419085e-05
Dzstorm,5,271,59.99,4.1,4.04,45.0,9.148661358417545e-05
X-1 Audio,13,270,12.99,3.2,3.076923076923077,11.0,9.114902460416004e-05
LAFITEAR,6,270,,4.15,4.116666666666666,52.0,9.114902460416004e-05
DIGITNOW,5,270,49.99,4.2,4.18,31.0,9.114902460416004e-05
Wilbur,11,268,22.99,4.4,4.327272727272727,22.0,9.047384664412922e-05
aloutte,3,268,,4.0,3.9333333333333336,114.0,9.047384664412922e-05
Fanmusic,13,266,42.49,4.4,4.3,4.0,8.97986686840984e-05
IMAGE,4,266,,3.4,3.4,33.0,8.97986686840984e-05
Empsun,3,266,8.99,4.3,4.366666666666666,29.0,8.97986686840984e-05
dyplay,33,265,36.99,3.7,3.690909090909091,4.0,8.9461079704083e-05
DITFOV,3,264,,4.3,4.366666666666666,40.0,8.912349072406759e-05
CUBBYCAM,7,263,,3.2,3.2142857142857144,25.0,8.878590174405219e-05
HUAWEI,33,261,54.99,4.1,3.887878787878788,4.0,8.811072378402137e-05
Earphones Plus,4,261,7.95,4.0,3.9000000000000004,52.5,8.811072378402137e-05
SPRK,15,260,,3.7,3.6933333333333334,10.0,8.777313480400597e-05
SZHTFX,15,260,31.479999999999997,3.6,3.52,2.0,8.777313480400597e-05
Bovelt,4,259,33.99,4.1,4.1,33.0,8.743554582399056e-05
Zolo,4,259,52.49,3.6,3.75,9.0,8.743554582399056e-05
FEANS,6,258,14.99,4.3,4.383333333333334,8.0,8.709795684397516e-05
amasing,13,257,5.99,4.1,3.9076923076923076,22.0,8.676036786395974e-05
Topicy,12,257,,3.7,3.8666666666666667,5.5,8.676036786395974e-05
HUICCN,11,257,32.99,3.5,3.309090909090909,5.0,8.676036786395974e-05
EldHus,5,257,,3.8,3.3,60.0,8.676036786395974e-05
swimaudios,5,255,25.99,3.8,3.8199999999999994,30.0,8.608518990392893e-05
Anivia,9,254,21.619999999999997,4.1,3.6999999999999997,9.0,8.574760092391353e-05
ATGOIN,3,254,39.0,3.9,3.9333333333333336,98.0,8.574760092391353e-05
WGP,8,251,29.99,3.7,3.8125,9.5,8.47348339838673e-05
BuddyPhones,6,251,31.490000000000002,4.5,4.5,7.0,8.47348339838673e-05
Gsangoo,11,250,13.99,4.2,4.136363636363637,10.0,8.43972450038519e-05
HandStands,8,249,,3.8,3.7249999999999996,15.5,8.405965602383648e-05
aiwons,7,249,,3.6,3.728571428571428,16.0,8.405965602383648e-05
MXditect,6,249,,3.3,3.4,4.5,8.405965602383648e-05
SUPVOL,16,248,12.49,3.6500000000000004,3.525,10.5,8.372206704382108e-05
ZRUHIG,14,248,22.98,4.1,4.071428571428571,9.5,8.372206704382108e-05
ISCREM,6,248,19.98,3.7,3.783333333333333,20.5,8.372206704382108e-05
EYIW,3,248,22.79,2.6,2.8333333333333335,84.0,8.372206704382108e-05
AVID Education,5,247,15.35,4.2,4.220000000000001,6.0,8.338447806380566e-05
Rand McNally,3,247,189.73000000000002,4.3,4.3,24.0,8.338447806380566e-05
Samsung,3,247,,4.3,3.8666666666666667,7.0,8.338447806380566e-05
YHSRBD,6,246,,3.95,3.8833333333333333,23.0,8.304688908379026e-05
SAMMIX,5,246,,3.5,3.7,60.0,8.304688908379026e-05
SmithOutlet,25,245,164.95,4.1,3.8480000000000003,3.0,8.270930010377485e-05
Jesebang,10,244,,4.699999999999999,4.55,12.0,8.237171112375945e-05
MSLAN,7,244,,3.4,3.3428571428571425,41.0,8.237171112375945e-05
VOHECHS,4,244,,3.8499999999999996,3.925,15.5,8.237171112375945e-05
Sokos,3,244,,3.5,3.533333333333333,88.0,8.237171112375945e-05
Barks,10,242,69.97,4.55,4.36,2.5,8.169653316372863e-05
Csasan,5,242,27.99,4.8,4.68,19.0,8.169653316372863e-05
VicTsing,3,241,,3.3,3.3333333333333335,81.0,8.135894418371322e-05
YHT,14,240,19.99,3.9,3.7642857142857147,9.0,8.102135520369782e-05
SIMGOT,15,239,104.99,4.4,4.48,6.0,8.06837662236824e-05
SOUL,9,239,39.99,3.4,3.522222222222222,11.0,8.06837662236824e-05
ZAGG,15,238,19.99,3.6,3.7266666666666666,7.0,8.0346177243667e-05
"Scan Sound, Inc.",11,238,26.78,3.3,3.4818181818181815,23.0,8.0346177243667e-05
Audiosharp,16,237,,3.0,2.93125,6.5,8.000858826365159e-05
TOUCH TWO,14,237,19.99,4.15,4.171428571428572,10.5,8.000858826365159e-05
1mii,8,237,15.99,3.8499999999999996,3.7375,16.0,8.000858826365159e-05
Fostex USA,7,237,469.19,3.8,3.6999999999999997,7.0,8.000858826365159e-05
AVAZI,3,237,35.45,4.0,3.9666666666666663,50.0,8.000858826365159e-05
urophylla,3,237,,4.0,3.8666666666666667,104.0,8.000858826365159e-05
Lekaby,6,236,,4.449999999999999,4.5,26.5,7.967099928363619e-05
SHDKJXH,8,235,12.49,4.05,4.0375,21.5,7.933341030362077e-05
awatrue,5,235,15.49,5.0,4.82,1.0,7.933341030362077e-05
phonicgrid,4,235,49.99,4.699999999999999,4.625,28.5,7.933341030362077e-05
Tonatual,4,234,11.31,2.7,2.9749999999999996,21.5,7.899582132360537e-05
Onkyo,22,232,123.65,3.6,3.809090909090909,8.5,7.832064336357456e-05
Roollmantaker,6,231,21.2,4.3,4.25,25.5,7.798305438355914e-05
Reveal,7,229,,3.9,3.8285714285714287,17.0,7.730787642352833e-05
KENKUO,14,228,22.99,3.5,3.3714285714285714,14.0,7.697028744351292e-05
STAR WARS,14,227,21.49,3.8499999999999996,3.8000000000000003,14.0,7.663269846349751e-05
Thore,9,226,27.99,3.8,3.677777777777778,11.0,7.629510948348211e-05
Bowost,3,225,,4.1,4.033333333333333,18.0,7.595752050346671e-05
Memorex,32,224,12.49,3.75,3.728125,4.5,7.56199315234513e-05
HMDX,14,224,29.99,3.45,3.2642857142857147,1.5,7.56199315234513e-05
ANKIT,13,224,,3.5,3.3846153846153846,7.0,7.56199315234513e-05
EasySMX,10,223,29.99,4.15,4.16,8.0,7.528234254343589e-05
TOPEPOP,7,223,14.745,3.8,3.757142857142857,31.0,7.528234254343589e-05
AIAIAI,31,221,190.0,3.5,3.5,2.0,7.460716458340508e-05
Tok Tok Designs,15,221,,3.8,3.7866666666666666,8.0,7.460716458340508e-05
Samnyte,8,221,,3.8499999999999996,3.9,26.0,7.460716458340508e-05
ORANPID,3,220,18.445,4.2,3.7000000000000006,97.0,7.426957560338966e-05
Biensound,13,219,,3.3,3.3230769230769233,9.0,7.393198662337426e-05
JIAMQISHI,7,219,49.99,4.5,4.442857142857143,9.0,7.393198662337426e-05
Hamilton,32,217,21.265,3.8499999999999996,3.590625,3.0,7.325680866334345e-05
Satechi,4,217,,3.95,3.95,53.5,7.325680866334345e-05
ZVOX,4,217,57.989999999999995,4.2,3.825,22.0,7.325680866334345e-05
Duola,3,217,,3.7,3.6999999999999997,46.0,7.325680866334345e-05
SimpTronic Tech,45,216,39.88,3.3,3.48,3.0,7.291921968332803e-05
IKT,8,216,16.57,4.45,4.4375,24.0,7.291921968332803e-05
ROCUSO,6,216,21.99,3.35,3.4333333333333336,5.5,7.291921968332803e-05
elago,14,215,19.99,3.6500000000000004,3.6785714285714284,12.5,7.258163070331263e-05
blueear,9,215,14.489999999999998,4.0,3.988888888888889,8.0,7.258163070331263e-05
Essoy,12,214,,3.6500000000000004,3.8000000000000003,8.0,7.224404172329722e-05
Taoclear,12,214,12.99,4.3,4.233333333333333,13.0,7.224404172329722e-05
Cotogni,9,214,19.99,4.3,4.177777777777778,17.0,7.224404172329722e-05
NEEGO,9,214,134.99,4.2,4.166666666666667,25.0,7.224404172329722e-05
Mxstudio,8,214,,3.25,3.425,5.0,7.224404172329722e-05
Wensdo,10,213,25.99,3.95,3.9,22.5,7.190645274328181e-05
Jazwares,9,213,39.99,3.7,3.7666666666666666,10.0,7.190645274328181e-05
Lrecat,7,213,14.99,4.4,4.214285714285714,23.0,7.190645274328181e-05
ADVANCED SOUND GROUP,9,212,29.99,3.8,3.788888888888889,6.0,7.15688637632664e-05
OOX,6,212,,3.9,3.9,31.5,7.15688637632664e-05
G GravaStar,3,212,89.99,4.0,4.0,59.0,7.15688637632664e-05
Gear Beast,6,211,,3.25,3.233333333333333,31.5,7.1231274783251e-05
klangdorf,22,210,4.99,3.75,3.6727272727272724,5.0,7.089368580323558e-05
Gasy Bzhe,6,210,14.6,3.9,3.766666666666667,30.0,7.089368580323558e-05
Lavifree,4,210,24.99,4.3,4.3,51.0,7.089368580323558e-05
MAIRDI,14,209,79.99,3.6500000000000004,3.692857142857143,5.5,7.055609682322018e-05
Fleeken,5,209,,3.4,3.4,27.0,7.055609682322018e-05
ZZN,7,208,24.99,4.2,4.2,9.0,7.021850784320477e-05
Mood Pie,6,207,18.47,4.15,4.233333333333333,3.0,6.988091886318937e-05
Under Armour,5,207,204.495,4.3,4.2,11.0,6.988091886318937e-05
Verizon,20,206,15.489999999999998,3.6500000000000004,3.45,2.5,6.954332988317395e-05
SZJMSR,11,206,12.9,3.6,3.5454545454545454,3.0,6.954332988317395e-05
Direct Sound,9,206,157.55,3.4,3.2,5.0,6.954332988317395e-05
QHQO,3,206,10.99,4.0,4.0,40.0,6.954332988317395e-05
VCOM,20,205,,3.6500000000000004,3.6950000000000003,5.0,6.920574090315855e-05
Kindpack,7,205,,3.8,3.7857142857142856,5.0,6.920574090315855e-05
Bedphones,4,205,,2.95,3.025,49.0,6.920574090315855e-05
SoundSOUL,3,205,,3.6,3.6,54.0,6.920574090315855e-05
VOLT PLUS TECH,12,204,27.99,3.5,3.341666666666667,2.0,6.886815192314314e-05
HCMOBI,9,204,29.99,3.8,3.688888888888889,16.0,6.886815192314314e-05
RedSkyPower,9,204,12.43,3.9,3.811111111111111,19.0,6.886815192314314e-05
Woodees,5,204,51.87,3.3,3.0,27.0,6.886815192314314e-05
URIZONS,14,203,18.494999999999997,4.0,3.7285714285714286,6.5,6.853056294312774e-05
GIEEU,8,203,9.99,3.45,3.4375,4.5,6.853056294312774e-05
QIIZCP,6,203,24.99,3.75,3.8333333333333335,16.5,6.853056294312774e-05
Togetface,7,202,39.99,4.2,4.085714285714286,20.0,6.819297396311232e-05
PreSonus,5,202,64.99,4.2,4.0200000000000005,3.0,6.819297396311232e-05
NVOPERANG,9,201,26.99,3.8,3.822222222222222,16.0,6.785538498309692e-05
Wearhaus,9,200,40.94,3.6,3.644444444444444,7.0,6.751779600308151e-05
USBERG,4,200,,4.15,4.15,11.5,6.751779600308151e-05
blucoil,26,198,,4.199999999999999,4.188461538461539,5.0,6.684261804305069e-05
Cosmos,3,198,6.99,3.9,3.8333333333333335,85.0,6.684261804305069e-05
Yomuse,9,197,17.99,4.0,4.011111111111111,3.0,6.650502906303529e-05
Kingstar,10,195,28.99,3.7,3.66,6.0,6.582985110300448e-05
Merkury Innovations,36,194,,3.4,3.4527777777777775,2.0,6.549226212298906e-05
Oliomp,6,194,,3.4,3.4166666666666665,18.5,6.549226212298906e-05
Red Ant,6,194,,3.4000000000000004,3.3166666666666664,25.5,6.549226212298906e-05
Shopkins,6,194,29.99,3.65,3.766666666666667,16.5,6.549226212298906e-05
STACUL,5,194,,4.9,4.7,23.0,6.549226212298906e-05
ALOVA,3,194,,3.7,3.6333333333333333,49.0,6.549226212298906e-05
Coloud,39,193,99.99,3.7,3.646153846153846,3.0,6.515467314297366e-05
iSens,6,193,,3.45,3.85,7.0,6.515467314297366e-05
OLLIVAN,5,193,,4.3,4.0200000000000005,1.0,6.515467314297366e-05
AMZSMT,9,192,,4.9,4.7555555555555555,5.0,6.481708416295825e-05
Wekily,8,192,25.99,4.199999999999999,4.2,24.5,6.481708416295825e-05
iDARS,4,192,,4.05,4.074999999999999,26.5,6.481708416295825e-05
mojawa,4,192,129.99,4.1,4.225,40.0,6.481708416295825e-05
HGCXING,17,191,14.99,4.1,4.070588235294117,8.0,6.447949518294284e-05
IMMK,10,191,,3.55,3.7,2.0,6.447949518294284e-05
Tintec,5,191,,3.8,3.88,10.0,6.447949518294284e-05
Zelher,5,191,15.99,3.9,3.94,16.0,6.447949518294284e-05
Ikko,7,190,119.0,4.4,4.271428571428571,5.0,6.414190620292743e-05
meidong,7,190,49.99,3.5,3.642857142857143,7.0,6.414190620292743e-05
Boodlab,3,190,22.99,4.3,4.433333333333334,61.0,6.414190620292743e-05
AUVIO,31,188,,3.8,3.738709677419355,5.0,6.346672824289663e-05
ZealSound,4,188,,3.7,3.575,18.5,6.346672824289663e-05
Kuuhsaaez,16,187,23.56,2.8,2.925,9.5,6.312913926288121e-05
Creative Labs,12,187,,3.4,3.5,3.5,6.312913926288121e-05
Dreo,9,187,,3.4,3.688888888888889,25.0,6.312913926288121e-05
KOVON,6,187,,4.550000000000001,4.566666666666667,32.0,6.312913926288121e-05
BYZ,29,186,,3.4,3.5103448275862066,2.0,6.279155028286581e-05
Jayfi,14,186,14.49,3.7,3.7785714285714285,7.0,6.279155028286581e-05
SOWND,13,186,,3.7,3.4923076923076923,6.0,6.279155028286581e-05
Aluratek,12,185,30.71,3.75,3.516666666666667,12.5,6.24539613028504e-05
venstone,5,185,,3.3,3.3,36.0,6.24539613028504e-05
FFZ,3,185,22.49,4.5,4.433333333333334,19.0,6.24539613028504e-05
Walker's,3,185,104.595,3.7,3.466666666666667,9.0,6.24539613028504e-05
Hexdeer,10,184,,4.35,3.6700000000000004,1.0,6.2116372322835e-05
LIUHE,9,184,27.99,3.7,3.755555555555555,24.0,6.2116372322835e-05
Pobon,4,184,,3.8,3.8,22.0,6.2116372322835e-05
TIANCIA,3,184,64.99,3.4,3.466666666666667,37.0,6.2116372322835e-05
Billboard,20,183,17.89,3.4,3.4,6.0,6.177878334281958e-05
Kabray,8,183,,4.4,4.525,7.0,6.177878334281958e-05
Apulueo,5,183,,4.2,4.3,4.0,6.177878334281958e-05
CenGoes,3,183,10.99,4.4,4.3,59.0,6.177878334281958e-05
HELM,3,182,119.84,3.7,3.766666666666667,15.0,6.144119436280418e-05
YENIE,3,182,5.49,3.8,3.8333333333333335,27.0,6.144119436280418e-05
Venstone,4,181,,3.0,3.1,28.0,6.110360538278877e-05
FOSTO,3,181,17.99,3.6,3.733333333333333,12.0,6.110360538278877e-05
MIIKEY,16,180,,3.6,3.49375,7.5,6.076601640277336e-05
CHIFENCHY,6,180,29.98,4.25,4.133333333333334,10.5,6.076601640277336e-05
TONEMAC,5,180,26.99,4.1,4.16,3.0,6.076601640277336e-05
Earbay,3,180,39.9,3.9,3.8333333333333335,17.0,6.076601640277336e-05
VIZIO,5,179,,3.8,3.9799999999999995,41.0,6.042842742275795e-05
KORABA,13,178,19.99,4.3,4.3076923076923075,9.0,6.0090838442742544e-05
Mangotek,5,178,29.91,4.1,4.0,15.0,6.0090838442742544e-05
DLW,4,178,49.99,3.45,3.425,11.0,6.0090838442742544e-05
adidas,10,177,162.51,3.9,3.47,7.0,5.9753249462727136e-05
Nike,10,176,,3.45,3.5799999999999996,16.5,5.941566048271173e-05
Nothing,5,176,71.5,4.2,4.26,50.0,5.941566048271173e-05
Volkano,24,174,28.49,3.8,3.6041666666666665,3.0,5.874048252268091e-05
PUMA,22,174,,3.8,3.813636363636364,3.5,5.874048252268091e-05
EXECCZO,4,174,8.99,3.9,3.875,31.0,5.874048252268091e-05
COOCHEER,3,174,,3.3,3.3666666666666667,3.0,5.874048252268091e-05
Wraps,8,172,16.384999999999998,4.3,4.15,7.0,5.80653045626501e-05
Assistrust,6,171,39.99,4.550000000000001,4.333333333333333,15.5,5.772771558263469e-05
QAWESDX,6,171,11.435,4.1,4.1499999999999995,8.5,5.772771558263469e-05
Juboury,3,171,,3.8,3.6333333333333333,25.0,5.772771558263469e-05
Ertuly,11,170,25.99,3.4,3.372727272727273,5.0,5.739012660261928e-05
QWERDF,8,169,25.99,4.2,4.1375,23.0,5.705253762260388e-05
YMJ,8,169,17.59,3.75,3.6999999999999997,8.5,5.705253762260388e-05
Mediabridge,6,169,,3.45,3.483333333333333,17.5,5.705253762260388e-05
GCBIG,5,169,16.99,3.9,3.9199999999999995,20.0,5.705253762260388e-05
SENZER,4,169,,3.4,3.425,7.0,5.705253762260388e-05
SPECTRASHELL,3,169,,4.5,4.5,12.0,5.705253762260388e-05
HDE,4,168,,3.1,3.2,25.0,5.671494864258847e-05
ZKAPOR,15,167,,2.8,2.9133333333333336,5.0,5.6377359662573066e-05
DOSS,9,167,,3.8,3.677777777777778,2.0,5.6377359662573066e-05
FRESHeTECH,9,167,,3.2,3.088888888888889,6.0,5.6377359662573066e-05
NXG Technology,9,167,31.84,3.6,3.488888888888889,3.0,5.6377359662573066e-05
RIENOK,4,167,,4.5,4.4,9.0,5.6377359662573066e-05
Noot,3,167,,3.4,2.9,61.0,5.6377359662573066e-05
VIDONN,16,166,44.99,3.7,3.4250000000000003,5.0,5.603977068255766e-05
eleror,8,166,20.45,3.7,3.6125,9.5,5.603977068255766e-05
goargin,5,166,84.97,3.3,3.22,12.0,5.603977068255766e-05
DefenderShield,3,166,99.99,3.8,3.8333333333333335,12.0,5.603977068255766e-05
Tsauuc,3,166,,4.1,4.066666666666666,79.0,5.603977068255766e-05
SimpTronic,108,165,,5.0,4.901851851851852,1.0,5.570218170254225e-05
WeSC,54,165,10.99,3.45,3.3814814814814813,1.0,5.570218170254225e-05
KOSETON,8,165,19.99,3.3,3.45,8.5,5.570218170254225e-05
Meseto,5,165,43.89,3.9,3.78,41.0,5.570218170254225e-05
Newcos,17,164,,3.0,3.164705882352941,3.0,5.536459272252684e-05
InOpera,8,164,19.99,4.0,3.925,6.5,5.536459272252684e-05
NVX,6,164,14.99,3.9,3.9333333333333336,5.0,5.536459272252684e-05
XINGWAN,3,164,16.99,3.9,3.966666666666667,34.0,5.536459272252684e-05
HiFiGo,28,163,124.0,4.6,4.5,3.0,5.5027003742511435e-05
StageSound,5,163,25.99,4.1,4.04,16.0,5.5027003742511435e-05
Lift Audio,4,163,,3.35,3.35,15.5,5.5027003742511435e-05
Ydawing,4,163,,4.3,4.125,3.0,5.5027003742511435e-05
HORNORM,7,162,14.99,4.1,4.014285714285714,6.0,5.468941476249603e-05
LUXMO LUXURY MOBILE,6,162,36.99,3.9,3.4,7.0,5.468941476249603e-05
taopodo,3,162,,4.7,4.733333333333333,57.0,5.468941476249603e-05
jWIN,25,161,9.99,3.3,3.14,4.0,5.435182578248062e-05
ASKUBSKU,13,161,18.49,4.1,4.069230769230769,10.0,5.435182578248062e-05
Rhystereo,8,161,,4.4,4.35,6.0,5.435182578248062e-05
YUIN,7,161,,3.8,4.0,9.0,5.435182578248062e-05
ELIBOM,4,161,39.99,3.8,3.8,40.0,5.435182578248062e-05
Candy Bila,3,161,25.979999999999997,4.7,4.733333333333333,48.0,5.435182578248062e-05
EZ EAR,12,160,23.99,4.2,4.175,5.5,5.401423680246521e-05
bakibo,12,160,,4.45,4.441666666666666,3.0,5.401423680246521e-05
WeurGhy,4,160,,4.300000000000001,4.300000000000001,41.0,5.401423680246521e-05
GAOMU,8,159,,3.45,2.9,6.5,5.3676647822449804e-05
Tronsmart,5,159,19.99,4.0,3.9,17.0,5.3676647822449804e-05
ONN,15,158,10.355,3.9,3.9,4.0,5.3339058842434396e-05
Manhattan,9,158,13.49,3.4,3.522222222222222,8.0,5.3339058842434396e-05
Pasuwisma,5,158,,3.9,3.8600000000000003,6.0,5.3339058842434396e-05
EKF,17,157,14.99,3.7,3.5647058823529414,5.0,5.300146986241899e-05
VSONIC,14,157,,3.1,3.2714285714285714,8.0,5.300146986241899e-05
I-Kool,9,157,9.99,3.9,3.611111111111111,12.0,5.300146986241899e-05
Gemini,3,157,,4.2,4.133333333333334,29.0,5.300146986241899e-05
DACOM,17,156,36.945,3.8,3.4411764705882355,5.0,5.266388088240358e-05
C. Crane,8,156,19.99,3.75,3.875,10.5,5.266388088240358e-05
VJJB,8,156,45.99,4.1,4.1375,4.5,5.266388088240358e-05
Eoncore,6,156,,3.8,3.733333333333333,11.0,5.266388088240358e-05
Votlik,5,156,29.99,4.5,4.5600000000000005,19.0,5.266388088240358e-05
SUNNEST,3,156,,2.8,2.8000000000000003,4.0,5.266388088240358e-05
WRZ,14,155,,4.05,3.971428571428571,7.5,5.232629190238817e-05
Yealink,7,155,124.0,4.2,4.1,2.0,5.232629190238817e-05
BIGGERFIVE,5,155,32.99,4.4,4.38,7.0,5.232629190238817e-05
CyberTech,4,155,,3.75,3.75,11.0,5.232629190238817e-05
Audiofly,30,154,836.59,3.75,3.6333333333333333,2.0,5.1988702922372765e-05
EARB,10,154,13.99,4.0,3.81,17.0,5.1988702922372765e-05
ERATO,8,154,72.37,3.5,3.4125,15.0,5.1988702922372765e-05
Helm,3,154,,4.0,3.966666666666667,24.0,5.1988702922372765e-05
JAYS,14,153,39.99,3.6500000000000004,3.771428571428572,2.5,5.165111394235736e-05
Nasuque,10,152,11.49,4.3,4.13,5.5,5.131352496234195e-05
Cloudio,3,152,39.99,4.0,4.0,28.0,5.131352496234195e-05
INSERMORE,3,152,,3.6,3.6,11.0,5.131352496234195e-05
crazybaby,26,151,,3.1,2.965384615384615,4.0,5.097593598232654e-05
LonFine,18,151,,3.6500000000000004,3.6277777777777778,7.5,5.097593598232654e-05
NAGFAK,15,151,35.99,4.3,3.8333333333333335,7.0,5.097593598232654e-05
ZDAGO,4,151,9.99,4.2,4.15,35.0,5.097593598232654e-05
Onido,22,150,,3.9,3.6818181818181817,5.5,5.0638347002311134e-05
Humixx,6,150,,3.8499999999999996,3.7999999999999994,8.5,5.0638347002311134e-05
nura,6,150,199.99,3.8,3.766666666666667,15.5,5.0638347002311134e-05
Wantek,5,150,40.47,3.5,3.28,15.0,5.0638347002311134e-05
Dxnbikt,3,150,25.49,4.2,4.266666666666667,39.0,5.0638347002311134e-05
Zulu Audio,3,150,,3.8,3.7999999999999994,6.0,5.0638347002311134e-05
VEENAX,7,149,24.99,3.7,3.5714285714285716,11.0,5.0300758022295726e-05
WiFamTon,7,149,18.49,3.3,3.5428571428571423,20.0,5.0300758022295726e-05
SVYHUOK,8,148,19.99,4.35,4.3375,12.5,4.996316904228032e-05
YSKJ,7,148,39.99,3.9,4.214285714285714,16.0,4.996316904228032e-05
osdfono,3,148,17.99,4.1,4.066666666666666,28.0,4.996316904228032e-05
Tecno,8,147,34.99,3.9,3.9,21.0,4.962558006226491e-05
Hello Kitty,22,146,,3.6,3.6954545454545453,3.5,4.92879910822495e-05
ausounds,9,146,49.45,3.5,3.466666666666667,14.0,4.92879910822495e-05
IDEAPLAY,8,146,49.98,4.05,4.0375,15.0,4.92879910822495e-05
ANTOPOS,3,146,,3.6,3.4333333333333336,33.0,4.92879910822495e-05
Fixscad,6,145,,3.7,3.716666666666667,17.0,4.8950402102234095e-05
MAS CARNEY,10,144,6.99,3.9,3.79,5.0,4.861281312221869e-05
BCRKLO,3,144,7.99,3.9,3.8333333333333335,29.0,4.861281312221869e-05
FOU,10,143,,3.95,3.7600000000000002,10.5,4.827522414220328e-05
AKSONIC,6,143,29.99,4.15,4.216666666666667,4.5,4.827522414220328e-05
